initial_condition, time, x, y, z
0, 27.560535, -6.9505777, -12.7345705, 11.869159
0, 27.570536, -7.549746, -13.748631, 12.504294
0, 27.580536, -8.19006, -14.794831, 13.2838335
0, 27.590536, -8.869919, -15.856953, 14.224751
0, 27.600536, -9.586062, -16.91304, 15.343192
0, 27.610537, -10.33314, -17.934647, 16.652966
0, 27.620537, -11.1032715, -18.886398, 18.16355
0, 27.630537, -11.885627, -19.726131, 19.877615
0, 27.640537, -12.666101, -20.405891, 21.7882
0, 27.650537, -13.427173, -20.874111, 23.875837
0, 27.660538, -14.148041, -21.079151, 26.106096
0, 27.670538, -14.805162, -20.974216, 28.42822
0, 27.680538, -15.373254, -20.523314, 30.775585
0, 27.690538, -15.826788, -19.707468, 33.068596
0, 27.700539, -16.141909, -18.530046, 35.220303
0, 27.710539, -16.298567, -17.01984, 37.14431
0, 27.72054, -16.282595, -15.230779, 38.763943
0, 27.73054, -16.087368, -13.237765, 40.02093
0, 27.74054, -15.714739, -11.129098, 40.881817
0, 27.75054, -15.175046, -8.996842, 41.340725
0, 27.76054, -14.48619, -6.927081, 41.41798
0, 27.77054, -13.671933, -4.991904, 41.155144
0, 27.78054, -12.759746, -3.2443943, 40.607845
0, 27.79054, -11.778537, -1.716993, 39.838043
0, 27.80054, -10.756596, -0.42278853, 38.90716
0, 27.810541, -9.719957, 0.64119303, 37.87097
0, 27.820541, -8.691289, 1.4897647, 36.77655
0, 27.830542, -7.6892934, 2.1453161, 35.66109
0, 27.840542, -6.728548, 2.634105, 34.55213
0, 27.850542, -5.8196783, 2.9833817, 33.46866
0, 27.860542, -4.9697404, 3.219389, 32.422653
0, 27.870543, -4.182723, 3.3661344, 31.420694
0, 27.880543, -3.4600863, 3.4447658, 30.465456
0, 27.890543, -2.801286, 3.4733782, 29.556955
0, 27.900543, -2.204253, 3.4670968, 28.693542
0, 27.910543, -1.6658093, 3.4383228, 27.872635
0, 27.920544, -1.1820186, 3.3970556, 27.091234
0, 27.930544, -0.74846977, 3.351239, 26.346272
0, 27.940544, -0.360501, 3.307097, 25.634823
0, 27.950544, -0.013372484, 3.2694435, 24.954233
0, 27.960545, 0.29760566, 3.2419562, 24.30217
0, 27.970545, 0.5769817, 3.2274132, 23.676645
0, 27.980545, 0.8291003, 3.227894, 23.076002
0, 27.990545, 1.0580636, 3.2449496, 22.498898
0, 28.000546, 1.2677112, 3.2797408, 21.944271
0, 28.010546, 1.4616137, 3.333154, 21.41132
0, 28.020546, 1.6430767, 3.4058938, 20.899475
0, 28.030546, 1.8151528, 3.4985597, 20.40838
0, 28.040546, 1.9806583, 3.6117043, 19.93788
0, 28.050547, 2.142194, 3.745881, 19.488007
0, 28.060547, 2.3021672, 3.9016798, 19.058983
0, 28.070547, 2.4628153, 4.0797524, 18.651217
0, 28.080547, 2.6262283, 4.2808304, 18.265318
0, 28.090548, 2.7943714, 4.5057354, 17.902103
0, 28.100548, 2.9691052, 4.755381, 17.562622
0, 28.110548, 3.152205, 5.030769, 17.248175
0, 28.120548, 3.3453755, 5.332975, 16.96034
0, 28.130548, 3.550265, 5.6631293, 16.701012
0, 28.140549, 3.7684739, 6.0223856, 16.47243
0, 28.150549, 4.001559, 6.411879, 16.277222
0, 28.16055, 4.2510343, 6.8326707, 16.118448
0, 28.17055, 4.5183644, 7.285676, 15.999643
0, 28.18055, 4.8049507, 7.7715735, 15.924854
0, 28.19055, 5.1121106, 8.290693, 15.898681
0, 28.20055, 5.441044, 8.8428755, 15.926301
0, 28.21055, 5.792792, 9.427306, 16.013481
0, 28.22055, 6.168179, 10.042316, 16.166555
0, 28.23055, 6.567742, 10.685152, 16.392376
0, 28.240551, 6.9916415, 11.351712, 16.698208
0, 28.250551, 7.4395566, 12.036268, 17.091553
0, 28.260551, 7.9105606, 12.731165, 17.579891
0, 28.270552, 8.402982, 13.426539, 18.170307
0, 28.280552, 8.914251, 14.110073, 18.869009
0, 28.290552, 9.440748, 14.766835, 19.680693
0, 28.300552, 9.977646, 15.379262, 20.60779
0, 28.310553, 10.518785, 15.927344, 21.649601
0, 28.320553, 11.056589, 16.389091, 22.801367
0, 28.330553, 11.582044, 16.74133, 24.05337
0, 28.340553, 12.084775, 16.960882, 25.390173
0, 28.350554, 12.553254, 17.026117, 26.79017
0, 28.360554, 12.975138, 16.918785, 28.2256
0, 28.370554, 13.337764, 16.625996, 29.663172
0, 28.380554, 13.628786, 16.142103, 31.065424
0, 28.390554, 13.836908, 15.470192, 32.39277
0, 28.400555, 13.9526615, 14.622875, 33.606106
0, 28.410555, 13.969137, 13.622166, 34.669712
0, 28.420555, 13.882591, 12.498316, 35.55404
0, 28.430555, 13.692831, 11.2877035, 36.237976
0, 28.440556, 13.403328, 10.03003, 36.71027
0, 28.450556, 13.021037, 8.765222, 36.969868
0, 28.460556, 12.555942, 7.530479, 37.02519
0, 28.470556, 12.020381, 6.357869, 36.892525
0, 28.480556, 11.428256, 5.2727118, 36.593864
0, 28.490557, 10.794194, 4.2928495, 36.154526
0, 28.500557, 10.13277, 3.4287376, 35.60092
0, 28.510557, 9.457832, 2.6841683, 34.95869
0, 28.520557, 8.782, 2.0574024, 34.251335
0, 28.530558, 8.116306, 1.542483, 33.499386
0, 28.540558, 7.4700212, 1.1305431, 32.720024
0, 28.550558, 6.850594, 0.8109816, 31.92707
0, 28.560558, 6.263713, 0.5724372, 31.131233
0, 28.570559, 5.713438, 0.4035375, 30.340492
0, 28.580559, 5.2023826, 0.29343185, 29.560553
0, 28.590559, 4.731919, 0.23213829, 28.795298
0, 28.60056, 4.302389, 0.21073934, 28.04721
0, 28.61056, 3.9133093, 0.22146375, 27.31773
0, 28.62056, 3.5635576, 0.2576879, 26.607548
0, 28.63056, 3.251542, 0.31388324, 25.916843
0, 28.64056, 2.975346, 0.38553163, 25.245462
0, 28.65056, 2.73285, 0.46902364, 24.59305
0, 28.66056, 2.5218325, 0.561551, 23.959139
0, 28.67056, 2.34005, 0.6610009, 23.34322
0, 28.680561, 2.1853018, 0.7658566, 22.74478
0, 28.690561, 2.055477, 0.8751067, 22.16333
0, 28.700562, 1.9485904, 0.9881647, 21.598421
0, 28.710562, 1.862808, 1.1047999, 21.049656
0, 28.720562, 1.7964628, 1.2250772, 20.516687
0, 28.730562, 1.748065, 1.3493084, 19.999224
0, 28.740562, 1.7163064, 1.4780115, 19.497032
0, 28.750563, 1.7000616, 1.6118784, 19.009937
0, 28.760563, 1.6983849, 1.7517495, 18.537819
0, 28.770563, 1.7105074, 1.898595, 18.080624
0, 28.780563, 1.7358314, 2.053501, 17.638365
0, 28.790564, 1.7739245, 2.2176604, 17.211126
0, 28.800564, 1.8245139, 2.3923686, 16.799074
0, 28.810564, 1.8874811, 2.5790188, 16.402466
0, 28.820564, 1.9628559, 2.7791047, 16.021664
0, 28.830564, 2.0508125, 2.9942198, 15.657153
0, 28.840565, 2.151665, 3.2260604, 15.309557
0, 28.850565, 2.2658641, 3.4764283, 14.979662
0, 28.860565, 2.3939946, 3.747232, 14.668445
0, 28.870565, 2.5367718, 4.040486, 14.377105
0, 28.880566, 2.69504, 4.358308, 14.1071
0, 28.890566, 2.8697693, 4.70291, 13.86019
0, 28.900566, 3.062052, 5.076585, 13.638491
0, 28.910566, 3.2730978, 5.4816813, 13.444524
0, 28.920567, 3.5042257, 5.9205704, 13.281286
0, 28.930567, 3.7568545, 6.395593, 13.15232
0, 28.940567, 4.032486, 6.9089923, 13.061789
0, 28.950567, 4.3326845, 7.462815, 13.014562
0, 28.960567, 4.659045, 8.058786, 13.016298
0, 28.970568, 5.0131545, 8.698147, 13.073526
0, 28.980568, 5.396533, 9.381438, 13.193711
0, 28.990568, 5.810565, 10.10824, 13.385303
0, 29.000568, 6.256403, 10.876846, 13.657741
0, 29.010569, 6.7348495, 11.683871, 14.021402
0, 29.020569, 7.2462096, 12.5238, 14.487455
0, 29.03057, 7.790111, 13.388476, 15.067592
0, 29.04057, 8.365291, 14.266563, 15.77359
0, 29.05057, 8.969352, 15.143007, 16.616676
0, 29.06057, 9.598494, 15.998582, 17.606627
0, 29.07057, 10.247233, 16.809597, 18.7506
0, 29.08057, 10.908139, 17.547907, 20.051706
0, 29.09057, 11.571607, 18.181358, 21.507349
0, 29.10057, 12.225733, 18.674845, 23.107492
0, 29.11057, 12.856332, 18.992094, 24.83305
0, 29.120571, 13.447161, 19.098223, 26.654713
0, 29.130571, 13.9804, 18.962997, 28.532578
0, 29.140572, 14.437423, 18.564518, 30.416946
0, 29.150572, 14.79984, 17.89283, 32.250572
0, 29.160572, 15.050768, 16.952848, 33.97235
0, 29.170572, 15.176185, 15.765895, 35.522232
0, 29.180573, 15.166219, 14.369309, 36.846676
0, 29.190573, 15.016171, 12.813926, 37.9038
0, 29.200573, 14.727111, 11.15966, 38.66728
0, 29.210573, 14.305917, 9.469904, 39.12828
0, 29.220573, 13.764779, 7.805668, 39.29514
0, 29.230574, 13.120204, 6.2204823, 39.19094
0, 29.240574, 12.391708, 4.756775, 38.849663
0, 29.250574, 11.600371, 3.4440799, 38.31164
0, 29.260574, 10.767445, 2.299002, 37.619225
0, 29.270575, 9.913164, 1.3265597, 36.813133
0, 29.280575, 9.055843, 0.522382, 35.929928
0, 29.290575, 8.211286, -0.124762416, 35.000538
0, 29.300575, 7.3924894, -0.6305092, 34.04976
0, 29.310575, 6.609603, -1.0127791, 33.096462
0, 29.320576, 5.870062, -1.2901165, 32.15425
0, 29.330576, 5.1788497, -1.4805001, 31.23232
0, 29.340576, 4.5388246, -1.6005741, 30.33639
0, 29.350576, 3.951071, -1.6652207, 29.469559
0, 29.360577, 3.4152477, -1.6873839, 28.633057
0, 29.370577, 2.9299083, -1.6780676, 27.82684
0, 29.380577, 2.4927866, -1.6464444, 27.050062
0, 29.390577, 2.101041, -1.6000261, 26.301418
0, 29.400578, 1.7514582, -1.5448624, 25.579384
0, 29.410578, 1.4406168, -1.4857458, 24.882374
0, 29.420578, 1.1650182, -1.4264086, 24.20885
0, 29.430578, 0.92118514, -1.3697053, 23.557379
0, 29.440578, 0.7057355, -1.3177744, 22.926653
0, 29.450579, 0.5154344, -1.272181, 22.315506
0, 29.460579, 0.34722844, -1.2340393, 21.722908
0, 29.47058, 0.19826639, -1.2041167, 21.147955
0, 29.48058, 0.065908484, -1.182921, 20.589855
0, 29.49058, -0.05227262, -1.1707736, 20.047916
0, 29.50058, -0.15849729, -1.1678689, 19.521534
0, 29.51058, -0.25478896, -1.1743236, 19.010174
0, 29.52058, -0.3429876, -1.1902168, 18.513369
